item_id,book_title,concept,domain,cluster_description,item_type,description,text,title,numbers,url,combined_text,standard,all_standards
68,Intermediate Algebra 2e,NUMBER & QUANTITY,Quantities,Reason quantitatively and use units to solve problems,section,Solve Linear Inequalities,,,2.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:c929c760-07fb-4c52-9491-51030f328e71.xhtml,Solve Linear Inequalities,HSN.Q.A.3,HSN.Q.A.3
69,Intermediate Algebra 2e,NUMBER & QUANTITY,Quantities,Reason quantitatively and use units to solve problems,title,,Solve Applications with Linear Inequalities,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:c929c760-07fb-4c52-9491-51030f328e71.xhtml,Solve Applications with Linear Inequalities,HSN.Q.A.3,HSN.Q.A.3
70,Intermediate Algebra 2e,NUMBER & QUANTITY,Quantities,Reason quantitatively and use units to solve problems,example,,,,"2.57,2.59",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:c929c760-07fb-4c52-9491-51030f328e71.xhtml,,HSN.Q.A.3,HSN.Q.A.3
71,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Perform arithmetic operations with complex numbers.,section,Use the Complex Number System,,,8.8,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:7666656b-7531-4995-a8fd-0e6535eba35d.xhtml,Use the Complex Number System,HSN.CN.A.1,"HSN.CN.A.1,HSN.CN.A.2"
72,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Perform arithmetic operations with complex numbers.,title,,Define complex number,,,,Define complex number,HSN.CN.A.1,"HSN.CN.A.1,HSN.CN.A.2"
73,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Perform arithmetic operations with complex numbers.,section,Use the Complex Number System,,,8.8,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:7666656b-7531-4995-a8fd-0e6535eba35d.xhtml,Use the Complex Number System,HSN.CN.A.1,"HSN.CN.A.1,HSN.CN.A.2"
74,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Perform arithmetic operations with complex numbers.,title,,Add or Subtract Complex Numbers,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:7666656b-7531-4995-a8fd-0e6535eba35d.xhtml,Add or Subtract Complex Numbers,HSN.CN.A.1,"HSN.CN.A.1,HSN.CN.A.2"
75,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Perform arithmetic operations with complex numbers.,example,,,,"8.77,8.78",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:7666656b-7531-4995-a8fd-0e6535eba35d.xhtml,,HSN.CN.A.1,"HSN.CN.A.1,HSN.CN.A.2"
76,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Perform arithmetic operations with complex numbers.,title,,Multiply Complex Numbers,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:7666656b-7531-4995-a8fd-0e6535eba35d.xhtml,Multiply Complex Numbers,HSN.CN.A.1,"HSN.CN.A.1,HSN.CN.A.2"
77,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Perform arithmetic operations with complex numbers.,example,,,,"8.79,8.80,8.81,8.82,8.83",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:7666656b-7531-4995-a8fd-0e6535eba35d.xhtml,,HSN.CN.A.1,"HSN.CN.A.1,HSN.CN.A.2"
78,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Use complex numbers in polynomial identities and equations.,section,Solve Quadratic Equations Using the Square Root Property,,,9.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:3707d74c-647c-4ce7-ab14-81863dee535c.xhtml,Solve Quadratic Equations Using the Square Root Property,HSN.CN.C7,HSN.CN.C7
79,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Use complex numbers in polynomial identities and equations.,example,,,,9.9,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:3707d74c-647c-4ce7-ab14-81863dee535c.xhtml,,HSN.CN.C7,HSN.CN.C7
80,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Use complex numbers in polynomial identities and equations.,section,Solve Quadratic Equations by Completing the Square,,,9.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:57db40dc-810a-4ceb-bdb6-ba03274e9da9.xhtml,Solve Quadratic Equations by Completing the Square,HSN.CN.C7,HSN.CN.C7
81,Intermediate Algebra 2e,NUMBER & QUANTITY,The Complex Number System,Use complex numbers in polynomial identities and equations.,example,,,,9.13,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:57db40dc-810a-4ceb-bdb6-ba03274e9da9.xhtml,,HSN.CN.C7,HSN.CN.C7
82,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Interpret the structure of expressions.,section,Use the Language of Algebra,,,1.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:772b200d-b3d4-4654-bc37-a1d3fb70efd7.xhtml,Use the Language of Algebra,HSA.SSE.A.1.B,HSA.SSE.A.1.B
83,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Interpret the structure of expressions.,section,Multiply and Divide Rational Expressions - Simplify rational expressions,,,7.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:4fc7ab19-c7ec-482f-a0c5-e54f61f107cf.xhtml,Multiply and Divide Rational Expressions - Simplify rational expressions,HSA.SSE.A.1.B,HSA.SSE.A.1.B
84,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Interpret the structure of expressions.,section,Factor Special Products,,,6.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:d7aa777f-a37f-429f-b911-48ed2cdca05e.xhtml,Factor Special Products,HSA.SSE.A.2,HSA.SSE.A.2
85,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Interpret the structure of expressions.,title,,Factor differences of squares,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:d7aa777f-a37f-429f-b911-48ed2cdca05e.xhtml,Factor differences of squares,HSA.SSE.A.2,HSA.SSE.A.2
86,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Interpret the structure of expressions.,title,,Factor sums and differences of cubes,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:d7aa777f-a37f-429f-b911-48ed2cdca05e.xhtml,Factor sums and differences of cubes,HSA.SSE.A.2,HSA.SSE.A.2
87,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Interpret the structure of expressions.,example,,,,6.29,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:d7aa777f-a37f-429f-b911-48ed2cdca05e.xhtml,,HSA.SSE.A.2,HSA.SSE.A.2
88,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,section,Polynomial Equations,,,6.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Polynomial Equations,HSA.SSE.B.3.C,HSA.SSE.B.3.C
89,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Solve Quadratic Equations by Factoring,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Solve Quadratic Equations by Factoring,HSA.SSE.B.3.C,HSA.SSE.B.3.C
90,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,section,Parabolas,,,11.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8cbefbee-ca94-4a30-a70e-86f931e36b3b.xhtml,Parabolas,HSA.SSE.B.3.C,HSA.SSE.B.3.C
91,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Graph Vertical Parabolas,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8cbefbee-ca94-4a30-a70e-86f931e36b3b.xhtml,Graph Vertical Parabolas,HSA.SSE.B.3.C,HSA.SSE.B.3.C
92,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Graph Horizontal Parabolas,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8cbefbee-ca94-4a30-a70e-86f931e36b3b.xhtml,Graph Horizontal Parabolas,HSA.SSE.B.3.C,HSA.SSE.B.3.C
93,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Solve Applications with Parabolas,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8cbefbee-ca94-4a30-a70e-86f931e36b3b.xhtml,Solve Applications with Parabolas,HSA.SSE.B.3.C,HSA.SSE.B.3.C
94,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Section 11.2 Exercises,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8cbefbee-ca94-4a30-a70e-86f931e36b3b.xhtml,Section 11.2 Exercises,HSA.SSE.B.3.C,HSA.SSE.B.3.C
95,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,section,Properties of Exponents and Scientific Notation,,,5.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8a394961-3438-41bc-9e46-9d21493bf274.xhtml,Properties of Exponents and Scientific Notation,HSA.SSE.B.3.C,HSA.SSE.B.3.C
96,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Simplify expressions using the properties of exponents,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8a394961-3438-41bc-9e46-9d21493bf274.xhtml,Simplify expressions using the properties of exponents,HSA.SSE.B.3.C,HSA.SSE.B.3.C
97,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,example,,,,5.21,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8a394961-3438-41bc-9e46-9d21493bf274.xhtml,,HSA.SSE.B.3.C,HSA.SSE.B.3.C
98,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,section,Evaluate and Graph Exponential Functions,,,10.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,Evaluate and Graph Exponential Functions,HSA.SSE.B.3.C,HSA.SSE.B.3.C
99,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Solve exponential equations,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,Solve exponential equations,HSA.SSE.B.3.C,HSA.SSE.B.3.C
100,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,example,,,,"10.14,10.15",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,,HSA.SSE.B.3.C,HSA.SSE.B.3.C
101,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Use Exponential Models in Applications,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,Use Exponential Models in Applications,HSA.SSE.B.3.C,HSA.SSE.B.3.C
102,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,example,,,,10.16,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:054d3ec3-bee3-40e5-9e9b-44d6b973844b.xhtml,,HSA.SSE.B.3.C,HSA.SSE.B.3.C
103,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,section,Geometric Sequences and Series,,,12.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:2f5b3bc9-ccfe-42a1-b18e-7aab5baf9079.xhtml,Geometric Sequences and Series,HSA.SS3.B.4,HSA.SS3.B.4
104,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,title,,Apply Geometric Sequences and Series in the Real World,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:2f5b3bc9-ccfe-42a1-b18e-7aab5baf9079.xhtml,Apply Geometric Sequences and Series in the Real World,HSA.SS3.B.4,HSA.SS3.B.4
105,Intermediate Algebra 2e,ALGEBRA,Seeing Structure in Expressions,Write expressions in equivalent forms to solve problems.,example,,,,"12.29,12.30",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:2f5b3bc9-ccfe-42a1-b18e-7aab5baf9079.xhtml,,HSA.SS3.B.4,HSA.SS3.B.4
106,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Perform arithmetic operations on polynomials.,section,Add and Subtract Polynomials,,,5.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:c82f19a0-7d76-445d-a89f-9c230a8337f5.xhtml,Add and Subtract Polynomials,HSA.APR.A.1,HSA.APR.A.1
107,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Perform arithmetic operations on polynomials.,example,,,,"5.4,5.5,5.6,5.7,5.8",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:c82f19a0-7d76-445d-a89f-9c230a8337f5.xhtml,,HSA.APR.A.1,HSA.APR.A.1
108,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Perform arithmetic operations on polynomials.,section,Multiply Polynomials,,,5.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:44bb078c-7062-4d79-9ed7-05adbaf88b08.xhtml,Multiply Polynomials,HSA.APR.A.1,HSA.APR.A.1
109,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Perform arithmetic operations on polynomials.,example,,,,"5.25,5.26,5.27,5.28,5.29,5.30",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:44bb078c-7062-4d79-9ed7-05adbaf88b08.xhtml,,HSA.APR.A.1,HSA.APR.A.1
110,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Understand the relationship between zeros and factors of polynomials.,section,Dividing Polynomials,,,5.4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:79197e6f-72b5-42b1-9699-5dc1d66a0bfd.xhtml,Dividing Polynomials,HSA.APR.B.3,HSA.APR.B.3
111,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Understand the relationship between zeros and factors of polynomials.,example,,,,"5.45,5.46",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:79197e6f-72b5-42b1-9699-5dc1d66a0bfd.xhtml,,HSA.APR.B.3,HSA.APR.B.3
112,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Understand the relationship between zeros and factors of polynomials.,section,Polynomial Equations,,,6.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Polynomial Equations,HSA.APR.B.3,HSA.APR.B.3
113,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Understand the relationship between zeros and factors of polynomials.,title,,Solve Quadratic Equations by Factoring,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Solve Quadratic Equations by Factoring,HSA.APR.B.3,HSA.APR.B.3
114,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Understand the relationship between zeros and factors of polynomials.,example,,,,"6.44,6.47,6.49",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,,HSA.APR.B.3,HSA.APR.B.3
115,Intermediate Algebra 2e,ALGEBRA,Arithmetic with Polynomials & Rational Expressions,Understand the relationship between zeros and factors of polynomials.,section,Polynomial Equations,,,6.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/4664c267-cd62-4a99-8b28-1cb9b3aee347@954da97:8e386304-d5ea-4328-8d74-7496f3969409.xhtml,Polynomial Equations,HSA.APR.B.3,HSA.APR.B.3
